nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,last_modified,resource_id
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE193,FRS27PCHESNEMARES,,900085,Voirie,RD840 Les Mares Le Chesne,27157,"[48.89066900,0.93197200]",2,FRS27ECHESNEMARESD,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02269175032799,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE202,FRS27PSTSEBASTIENMAIRIE,,900088,Voirie,Parking Mairie St Sébastien,27602,"[49.006973,1.087785]",2,FRS27ESTSEBASTIENMAIRIEG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02266135958122,2016-11-18,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE232,FRS27PBONNEVILLELORRAINE,,900103,Voirie,Place Lorraine La Bonneville/Iton,27082,"[48.992145,1.03789]",2,FRS27EBONNEVILLELORRAINEG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02220260415334,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE203,FRS27PBOURTHEROULDEMAIRIE,,900089,Voirie,Place de la Mairie Bourtheroulde ,27105,"[49.299502,0.874672]",2,FRS27EBOURTHEROULDEMAIRIED,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02288264756910,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE200,FRS27PEVREUXJBOUIN,,900087,Voirie,Rue Jean Bouin Evreux,27229,"[49.021025,1.128076]",2,FRS27EEVREUXJBOUING,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02267727853915,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE196,FRS27PSTAUBINGAILLONCOVOI2,,900086,Voirie,Parking covoiturage Saint Aubin sur Gaillon,27517,"[49.1394202,1.3175225]",2,FRS27ESTAUBINGAILLONCOVOI2G,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02215484727184,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE222,FRS27PBOURGACHARDMAIRIE,,900098,Voirie,Parking de la Mairie Bourg Achard ,27103,"[49.35421,0.817924]",2,FRS27EBOURGACHARDMAIRIEG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02269464467486,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE221,FRS27PBOURGACHARDMAIRIE,,900098,Voirie,Parking de la Mairie Bourg Achard ,27103,"[49.35421,0.817924]",2,FRS27EBOURGACHARDMAIRIED,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02269464467486,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE229,FRS27PSTPIERREFLEURSINTER,,900102,Voirie,Parking Intermarché St Pierre des Fleurs ,27593,"[49.248376,0.962192]",2,FRS27ESTPIERREFLEURSINTERD,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02293198186698,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE224,FRS27PBOURNEVILLETOURISME,,900099,Voirie,Parking de covoiturage Bourneville,27107,"[49.390881,0.622742]",2,FRS27EBOURNEVILLETOURISMEG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02296526696183,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE205,FRS27PQUILLEBEUFCOMCOM,,900090,Voirie,Parking Com Com Quilleboeuf,27485,"[49.467521,0.525036]",2,FRS27EQUILLEBEUFCOMCOMD,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02296671413943,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE287,FRS27PCONCHESGARE2,,801004,Voirie,Gare Conches en Ouches,27190,"[0.937233,48.962291]",2,FRS27ECONCHESGARE2D,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,00000000000000,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE216,FRS27PVALREUIL4SAISONS,,900095,Voirie,Place des Quatre Saisons Val de Reuil,27701,"[49.27201000,1.21749100 ]",2,FRS27EVALREUIL4SAISONSG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02222575898607,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE201,FRS27PSTSEBASTIENMAIRIE,,900088,Voirie,Parking Mairie St Sébastien,27602,"[49.006973,1.087785]",2,FRS27ESTSEBASTIENMAIRIED,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02266135958122,2016-11-18,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE220,FRS27PHONDOUVILLEMOULIN,,900097,Voirie,Rue Jean Moulin Hondouville,27339,"[49.140422,1.1201870]",2,FRS27PHONDOUVILLEMOULING,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02222141746180,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE242,FRS27PVALREUILGARE,,900108,Voirie,Gare SNCF Val de Reuil,27701,"[49.275684,1.224221]",2,FRS27EVALREUILGAREG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02215629444928,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE204,FRS27PBOURTHEROULDEMAIRIE,,900089,Voirie,Place de la Mairie Bourtheroulde ,27105,"[49.299502,0.874672]",2,FRS27EBOURTHEROULDEMAIRIEG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02288264756910,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE62,FRS27PLYONSFOURACHAUX,,900018,Voirie,Rue du four à chaux Lyons la Forêt,27377,"[49.399683,1.479175]",2,FRS27ELYONSFOURACHAUXG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02259623657781,2016-06-17,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE27,FRS27PBRETEUILHOUDOUARD,,900001,Voirie,Place Houdouard Breteuil,27112,"[48.836177,0.918076]",2,FRS27EBRETEUILHOUDOUARDD,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02269464468387,2016-02-15,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE289,FRS27PNONANCOURTFRANPRIX,,900130,Voirie,Parking Franprix Nonancourt,27320,"[1.199589,48.770538]",2,FRS27PNONANCOURTFRANPRIXD,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02289724959333,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE292,FRS27PEVREUXCOLLEGE,,900131,Voirie,College Jean Jaures Evreux,27000,"[1.160346,49.024055]",2,FRS27PEVREUXCOLLEGEG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02201012946477,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE187,FRS27PAUBEVOYEGARE,,900082,Voirie,Aubevoye Gare SNCF,27022,"[49.17416500,1.35278800]",2,FRS27EAUBEVOYEGARED,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02204630892012,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE199,FRS27PEVREUXJBOUIN,,900087,Voirie,Rue Jean Bouin Evreux,27229,"[49.021025,1.128076]",2,FRS27EEVREUXJBOUIND,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02267727853915,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE278,FRS27PBROGLIEPOSTE,,900127,Voirie,Future station service- face CC Broglie,27117,"[49.008319,0.531146]",2,FRS27EBROGLIEPOSTEG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02254703252192,2016-09-30,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE282,FRS27PNEUBOURGTOURISME,,900129,Voirie,Office du tourisme Le Neubourg,27428,"[49.150593,0.91013]",2,FRS27ENEUBOURGTOURISMEG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02287409474788,2016-11-30,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE161,FRS27PBEAUMONTROGECARNOT,,900069,Voirie,Plce Carnot Beaumont le Roger,27051,"[49.080689,0.775525]",2,FRS27EBEAUMONTROGECARNOTD,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02266714829349,2016-10-17,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE175,FRS27PAJOUBARRE,,900076,Voirie,Rue de la Barre Ajou ,27007,"[48.978420,0.7815060]",2,FRS27PAJOUBARRED,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02219826261929,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE209,FRS27PBOSCROGERROUMOISCEN,,900092,Voirie,Centre Le Bosc Roger en Roumois ,27090,"[49.290671,0.922083]",2,FRS27EBOSCROGERROUMOISCEND,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02287120039189,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE206,FRS27PQUILLEBEUFCOMCOM,,900090,Voirie,Parking Com Com Quilleboeuf,27485,"[49.467521,0.525036]",2,FRS27EQUILLEBEUFCOMCOMG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02296671413943,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE179,FRS27PEVREUXVIOLETTES,,900078,Voirie,Rue des Violettes Evreux,27229,"[49.025102,1.17346]",2,FRS27EEVREUXVIOLETTESD,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02267148982709,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE246,FRS27PETREPAGNYCOMCOM,,900110,Voirie,Parking ComCom Market Etrépagny,27226,"[49.303396,1.612974]",2,FRS27EETREPAGNYCOMCOMG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02205499200098,2016-10-24,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE214,FRS27PBECHELLOUINANSELME,,900094,Voirie,Centre Le Bec Hellouin,27052,"[49.233117,0.719094]",2,FRS27PBECHELLOUINANSELMEG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02213458677989,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE183,FRS27PEVREUXREPUBLIQUE,,900080,Voirie,Place de la République Evreux,27229,"[49.026481,1.157598]",2,FRS27EEVREUXREPUBLIQUED,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02264544062336,2016-12-02,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE207,FRS27PROUTOTMAIRIE,,900091,Voirie,Place de la mairie Routot ,27500,"[49.378795,0.731554]",2,FRS27EROUTOTMAIRIED,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02269609185244,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE279,FRS27PSTECOLOMBECOMCENTRE,,900128,Voirie,centre Ste Colombe la Commanderie,27524,"[49.103352,0.934779]",2,FRS27ESTECOLOMBECOMCENTRED,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02254558534302,2016-12-06,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE275,FRS27PMONTREUILMAISONMEDI,,900126,Voirie,Maison médicale Montreuil l'Argillé,27414,"[48.938426,0.480734]",2,FRS27EMONTREUILMAISONMEDID,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02223733641759,2016-09-30,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE230,FRS27PSTPIERREFLEURSINTER,,900102,Voirie,Parking Intermarché St Pierre des Fleurs ,27593,"[49.248376,0.962192]",2,FRS27ESTPIERREFLEURSINTERG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02293198186698,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE184,FRS27PEVREUXREPUBLIQUE,,900080,Voirie,Place de la République Evreux,27229,"[49.026481,1.157598]",2,FRS27EEVREUXREPUBLIQUEG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02264544062336,2016-12-02,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE133,FRS27PECOSSALLESPORTS,,900055,Voirie,salle des sports Ecos,27213,"[49.158001,1.605735]",2,FRS27EECOSSALLESPORTSD,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02292908751877,2016-09-25,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE285,FRS27PCONCHESGARE1,,801003,Voirie,Gare Conches en Ouches,27190,"[0.937161,48.962303]",2,FRS27ECONCHESGARE1D,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,00000000000000,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE185,FRS27PGRAVIGNYMAIRIE,,900081,Voirie,Parking Mairie Gravigny,27299,"[49.047854,1.162429]",2,FRS27EGRAVIGNYMAIRIED,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02267872571781,2016-11-18,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE252,FRS27PVERNEUILAVREFOCH1,,900113,Voirie,Avenue Foch Verneuil sur Avre,27679,"[48.740485,0.928988]",2,FRS27EVERNEUILAVREFOCH1G,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02296816131701,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE173,FRS27PBEAUMESNILMAIRIE,,900075,Voirie, Place de la mairie Beaumesnil,27049,"[49.011757,0.7046940 ]",2,FRS27EBEAUMESNILMAIRIED,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02219970979759,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE125,FRS27PSTMARCELDEGAULLE,,900051,Voirie,Boulevard de Gaulle St Marcel,27562,"[49.101689,1.452088]",2,FRS27ESTMARCELDEGAULLED,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02247756797768,2016-07-08,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE182,FRS27PEVREUXPIPOTS,,900079,Voirie,Rue des Pipots Evreux,27229,"[49.030257,1.136316]",2,FRS27EEVREUXPIPOTSG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02295513671509,2016-12-02,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE223,FRS27PBOURNEVILLETOURISME,,900099,Voirie,Parking de covoiturage Bourneville,27107,"[49.390881,0.622742]",2,FRS27EBOURNEVILLETOURISMED,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02296526696183,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE219,FRS27PHONDOUVILLEMOULIN,,900097,Voirie,Rue Jean Moulin Hondouville,27339,"[49.140422,1.1201870]",2,FRS27PHONDOUVILLEMOULIND,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02222141746180,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE259,FRS27PANDELYSNPOUSSIN,,900117,Voirie,Place Jacques Ibert Les Andelys,27016,"[49.245858,1.413710]",2,FRS27EANDELYSNPOUSSIND,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02218813237352,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE186,FRS27PGRAVIGNYMAIRIE,,900081,Voirie,Parking Mairie Gravigny,27299,"[49.047854,1.162429]",2,FRS27EGRAVIGNYMAIRIEG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02267872571781,2016-11-18,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
SIEGE 27,252701974,pascal.lhermitte@siege27.fr,SIEGE 27,pascal.lhermitte@siege27.fr,0232398200,SIEGE226,FRS27PTHUITSIGNOLSUPERETTE,,900100,Voirie,Parking Superette Le Thuit Signol ,27635,"[49.266036,0.939257]",2,FRS27ETHUITSIGNOLSUPERETTEG,,22.0,true,true,false,false,false,false,true,true,true,,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02293342904476,2017-01-01,,2021-06-15,2021-06-29T18:45:16.368000,43d76198-954a-40a1-a717-4efb678b69c7
